Color,Distance,Group
Pink,0,Sam
Blue,4,Sam
White,0,Sam
Blue,2,Sam
White,1,Sam
Brown,0,Sam
Red,0,Sam
White,0,Sam
Brown,3,Sam
Pink,5,Sam
Natural,2,Sam
White,0,Sam
Brown,4,Sam
Yellow,1,Sam
Pink,0,Sam
Red,2,Sam
Yellow,0,Sam
Yellow,6,Sam
Blue,3,Sam
Red,1,Sam
Natural,1,Sam
White,1,Sam
Pink,0,Sam
Black,1,Sam
Brown,0,Sam
Black,2,Sam
White,2,Sam
White,2,Sam
Red,4,Sam
Blue,4,Sam
Pink,0,Sam
Yellow,0,Sam
Brown,0,Sam
Black,0,Sam
Pink,1,Sam
Black,2,Sam
Blue,0,Sam
Yellow,0,Sam
Red,3,Sam
